,게임키,일자,팀코드,상대팀코드,더블헤더코드,초말,선수코드,선발,구원,완투,종료,결과_x,홀드,이닝*3,투구 수,타자,타수,안타,2루타,3루타,홈런,도루,도루실패,희타,희비,4구,고4,사구,삼진,병살타,폭투,보크,실책,실점,자책점,득점권WHIP,2점차이하WHIP,345번타자WHIP,결과_y
290,20160409HTKT0,20160409,HT,KT,0,T,66643,1,0,0,0,W,0,21,105,27,26,7,2,0,0,0,0,1,0,0,0,0,5,1,0,0,0,1,1,1.5,1.0,1.5,1
295,20160409LGSK0,20160409,SK,LG,0,B,60841,1,0,0,0, ,0,16,103,25,20,6,2,0,1,0,0,0,0,5,0,0,4,1,0,0,0,3,3,1.8,1.6,7.0,1
297,20160409LGSK0,20160409,LG,SK,0,T,62463,1,0,0,0, ,0,12,61,17,14,3,0,0,2,0,0,0,0,3,0,0,2,1,0,0,0,3,3,2.0,1.636363636,6.0,0
307,20160409SSLT0,20160409,LT,SS,0,B,77591,1,0,0,0,W,0,15,110,22,20,5,0,0,0,1,1,0,0,2,0,0,8,0,0,0,0,2,1,3.0,1.4,0.428571429,1
309,20160409SSLT0,20160409,SS,LT,0,T,79440,1,0,0,0, ,0,8,74,15,14,6,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,2,2,1.2,2.625,0.6,0
312,20160410HHNC0,20160410,NC,HH,0,B,61323,1,0,0,0, ,0,10,62,16,10,3,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,1,1,1.5,1.8,3.0,0
316,20160410HHNC0,20160410,HH,NC,0,T,66748,1,0,0,0,W,0,18,100,24,21,2,0,0,0,0,0,0,0,3,0,0,5,0,0,0,1,1,0,3.0,0.833333333,2.4,1
326,20160410HTKT0,20160410,KT,HT,0,B,66032,1,0,0,0,W,0,15,94,27,24,10,2,1,1,0,0,0,0,3,0,0,3,1,0,0,0,5,5,3.0,0.857142857,1.285714286,1
327,20160410HTKT0,20160410,HT,KT,0,T,75620,1,0,0,0,L,0,12,94,26,21,7,1,0,1,0,0,0,0,3,0,2,5,0,0,0,0,7,4,1.875,2.25,4.0,0
332,20160410LGSK0,20160410,LG,SK,0,T,63111,1,0,0,0,L,0,11,75,19,18,7,0,0,2,0,0,0,0,0,0,1,2,1,1,0,0,7,5,0.0,1.5,1.5,0
333,20160410LGSK0,20160410,SK,LG,0,B,63810,1,0,0,0,W,0,18,90,26,26,8,0,0,1,1,1,0,0,0,0,0,3,0,1,0,0,4,4,1.5,1.636363636,2.4,1
343,20160410SSLT0,20160410,LT,SS,0,B,64021,1,0,0,0,W,0,15,117,25,19,5,1,0,0,0,0,1,0,5,0,0,5,0,1,0,0,1,1,2.5,2.0,1.5,1
344,20160410SSLT0,20160410,SS,LT,0,T,66440,1,0,0,0,L,0,15,93,22,21,8,2,0,1,2,2,0,0,1,0,0,3,1,1,0,0,3,2,1.5,1.8,3.0,0
353,20160410WOOB0,20160410,OB,WO,0,B,74513,1,0,0,0, ,0,20,110,30,27,8,2,1,0,0,0,0,1,2,0,0,8,0,0,0,0,4,4,4.5,1.8,3.0,0
355,20160410WOOB0,20160410,WO,OB,0,T,75750,1,0,0,0, ,0,18,106,29,25,9,1,0,0,0,0,1,0,3,0,0,2,0,0,0,0,4,4,2.25,2.5714285709999998,2.4,1
365,20160412HTSK0,20160412,HT,SK,0,T,73632,1,0,0,0, ,0,8,56,16,13,5,0,0,2,3,0,0,1,0,0,2,1,0,0,0,0,6,4,3.0,1.875,4.5,1
366,20160412HTSK0,20160412,SK,HT,0,B,74838,1,0,0,0, ,0,9,52,15,14,5,0,0,4,0,0,0,0,1,0,0,2,0,0,0,0,5,5,0.0,2.0,1.5,0
370,20160412KTWO0,20160412,WO,KT,0,B,62937,1,0,0,0,W,0,20,96,25,24,5,0,0,1,1,1,0,0,0,0,1,4,0,0,0,0,1,1,0.0,0.666666667,0.75,1
373,20160412KTWO0,20160412,KT,WO,0,T,67845,1,0,0,0,L,0,16,104,24,23,8,1,0,1,0,0,0,0,1,0,0,5,0,0,0,0,4,3,3.0,1.4,2.4,0
381,20160412LTLG0,20160412,LT,LG,0,T,62528,1,0,0,0, ,0,9,86,16,9,2,0,0,0,0,1,0,1,6,0,0,3,0,1,0,0,3,3,1.8,2.142857143,3.0,0
382,20160412LTLG0,20160412,LG,LT,0,B,62698,1,0,0,0, ,0,18,107,24,24,7,1,0,1,0,1,0,0,0,0,0,5,0,0,0,0,4,4,6.0,1.058823529,1.5,1
392,20160412NCSS0,20160412,NC,SS,0,T,62929,1,0,0,0,L,0,6,66,17,15,8,2,0,2,0,0,0,0,2,0,0,3,1,1,0,0,9,6,6.0,0.0,12.0,0
394,20160412NCSS0,20160412,SS,NC,0,B,74454,1,0,0,0,W,0,18,91,26,25,7,0,0,3,0,0,0,1,0,0,0,2,0,0,0,0,4,3,0.6,1.0,0.857142857,1
400,20160412OBHH0,20160412,OB,HH,0,T,66226,1,0,0,0,W,0,15,104,23,22,7,2,0,0,0,0,0,0,1,0,0,3,1,1,0,1,2,1,0.5,1.6,1.8,1
403,20160412OBHH0,20160412,HH,OB,0,B,73801,1,0,0,0,L,0,14,93,21,15,3,2,0,0,0,0,0,1,5,0,0,6,1,1,0,0,3,3,2.0,1.714285714,4.0,0
411,20160413HTSK0,20160413,HT,SK,0,T,66628,1,0,0,0,L,0,18,111,27,22,5,0,0,1,2,0,1,0,4,0,0,6,0,0,0,0,2,2,1.125,1.5,0.857142857,0
414,20160413HTSK0,20160413,SK,HT,0,B,77829,1,0,0,0,W,0,21,108,25,23,4,0,0,0,0,0,0,0,1,0,1,8,2,0,0,1,0,0,0.0,0.7142857140000001,0.333333333,1
416,20160413KTWO0,20160413,KT,WO,0,T,65060,1,0,0,0, ,0,14,88,23,21,7,2,0,0,2,0,0,0,2,0,0,4,0,1,0,0,5,5,3.0,1.0,2.4,1
418,20160413KTWO0,20160413,WO,KT,0,B,65331,1,0,0,0, ,0,18,105,27,25,9,2,0,1,1,0,0,0,2,0,0,5,0,0,0,0,6,6,1.5,1.764705882,2.4,0
428,20160413LTLG0,20160413,LT,LG,0,T,65543,1,0,0,0,L,0,13,105,23,20,8,2,0,1,1,0,0,0,3,0,0,6,0,1,0,0,5,5,3.0,3.6,2.4,0
431,20160413LTLG0,20160413,LG,LT,0,B,73117,1,0,0,0,W,0,18,101,23,20,5,0,0,0,0,0,0,0,2,0,1,6,3,0,0,0,0,0,0.0,1.5,0.375,1
435,20160413NCSS0,20160413,NC,SS,0,T,63938,1,0,0,0,W,0,22,89,28,25,5,3,0,0,1,0,1,0,2,0,0,4,1,0,0,0,2,2,0.428571429,1.0,1.5,1
438,20160413NCSS0,20160413,SS,NC,0,B,76455,1,0,0,0,L,0,18,110,25,20,5,2,0,0,1,1,1,1,3,0,0,4,0,0,0,0,3,3,2.4,1.333333333,0.857142857,0
444,20160413OBHH0,20160413,HH,OB,0,B,65764,1,0,0,0,L,0,7,54,14,12,6,0,0,1,0,1,0,0,2,0,0,1,0,0,0,0,5,4,6.0,4.8,3.0,0
446,20160413OBHH0,20160413,OB,HH,0,T,73211,1,0,0,0, ,0,12,86,23,21,10,4,1,0,0,0,0,0,2,0,0,5,1,0,0,0,2,2,1.285714286,1.0,1.5,1
457,20160414HTSK0,20160414,SK,HT,0,B,65856,1,0,0,0, ,0,19,118,28,23,6,1,0,0,0,0,1,0,4,0,0,6,0,0,0,0,4,4,1.8,1.5789473680000001,0.333333333,1
461,20160414HTSK0,20160414,HT,SK,0,T,77637,1,0,0,0, ,0,20,103,29,26,7,1,0,0,1,0,0,0,3,0,0,6,1,0,0,0,3,3,1.2,1.105263158,1.285714286,0
465,20160414KTWO0,20160414,KT,WO,0,T,65056,1,0,0,0, ,0,13,75,18,15,4,0,0,1,1,0,0,0,1,0,2,2,1,0,0,0,2,2,0.0,0.5,0.6,1
466,20160414KTWO0,20160414,WO,KT,0,B,66323,1,0,0,0,L,0,15,102,24,20,6,0,0,1,1,1,1,0,3,0,0,5,0,0,0,0,4,3,1.0,2.25,2.4,0
471,20160414LTLG0,20160414,LG,LT,0,B,61101,1,0,0,0,L,0,8,70,18,15,8,1,1,1,0,0,0,1,2,0,0,3,0,1,0,0,6,6,3.0,6.0,6.0,0
474,20160414LTLG0,20160414,LT,LG,0,T,65546,1,0,1,1,W,0,27,117,35,35,8,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0.0,0.0,0.272727273,1
479,20160414NCSS0,20160414,NC,SS,0,T,65931,1,0,0,0, ,0,18,91,25,24,7,0,0,0,2,0,0,0,1,0,0,3,1,0,0,0,3,3,1.5,1.8,3.75,0
481,20160414NCSS0,20160414,SS,NC,0,B,66402,1,0,0,0,W,0,21,109,29,24,4,1,0,1,2,0,0,0,4,0,1,11,1,0,0,0,3,3,2.0,1.0,1.8,1
488,20160414OBHH0,20160414,HH,OB,0,B,60764,1,0,0,0,L,0,2,32,6,2,1,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,4,4,3.0,7.5,3.0,0
490,20160414OBHH0,20160414,OB,HH,0,T,61240,1,0,0,0,W,0,18,85,21,21,4,0,0,0,0,0,0,0,0,0,0,10,1,1,0,0,2,2,1.5,0.0,1.0,1
496,20160415LGHH0,20160415,LG,HH,0,T,62463,1,0,0,0,W,0,17,92,23,22,6,0,0,0,0,0,0,0,1,0,0,3,2,3,0,0,2,2,0.375,2.0,1.285714286,1
497,20160415LGHH0,20160415,HH,LG,0,B,66748,1,0,0,0,L,0,9,86,22,16,7,0,0,2,2,0,1,0,5,0,0,1,0,1,0,0,9,7,1.714285714,5.25,2.4,0
502,20160415LTNC0,20160415,NC,LT,0,B,60263,1,0,0,0,W,0,16,99,21,20,4,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0.0,0.6,0.5,1
510,20160415LTNC0,20160415,LT,NC,0,T,77591,1,0,0,0, ,0,8,52,12,10,2,1,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,6.0,1.5,3.0,0
512,20160415SKKT0,20160415,SK,KT,0,T,60841,1,0,0,0,W,0,18,98,27,24,7,1,0,0,0,0,0,0,2,0,1,5,1,0,0,0,3,3,1.8,0.0,1.8,1
517,20160415SKKT0,20160415,KT,SK,0,B,66049,1,0,0,0,L,0,6,57,14,8,4,0,0,1,0,1,1,0,4,0,1,3,0,1,0,1,5,5,7.5,4.8,4.5,0
522,20160415SSOB0,20160415,SS,OB,0,T,66440,1,0,0,0,L,0,14,95,25,19,7,1,0,0,0,0,0,1,5,0,0,1,1,1,0,0,6,4,5.25,6.0,3.0,0
526,20160415SSOB0,20160415,OB,SS,0,B,79229,1,0,0,0,W,0,20,100,26,24,3,0,0,0,0,0,0,0,2,0,0,4,1,0,0,0,1,0,4.5,0.0,0.0,1
532,20160415WOHT0,20160415,WO,HT,0,T,65348,1,0,0,0, ,0,11,76,18,16,6,1,0,1,2,0,0,0,2,0,0,2,1,0,0,0,4,4,3.0,1.5,6.0,0
533,20160415WOHT0,20160415,HT,WO,0,B,66643,1,0,0,0, ,0,15,109,29,23,10,1,0,0,1,1,0,1,5,0,0,4,0,0,0,0,6,6,3.5,3.214285714,2.4,1
540,20160417LGHH0,20160417,LG,HH,0,T,63111,1,0,0,0,W,0,18,88,24,20,3,0,0,0,1,0,0,0,3,0,1,6,2,0,0,0,1,1,3.0,1.0,0.857142857,1
546,20160417LGHH0,20160417,HH,LG,0,B,73801,1,0,0,0,L,0,10,63,14,13,5,1,0,1,1,1,0,0,1,0,0,2,0,0,0,0,3,3,0.75,1.8,2.25,0
550,20160417LTNC0,20160417,NC,LT,0,B,62929,1,0,0,0, ,0,15,96,22,19,5,1,0,1,0,0,0,0,3,0,0,4,1,0,0,0,1,1,0.428571429,1.4,0.857142857,0
552,20160417LTNC0,20160417,LT,NC,0,T,63935,1,0,0,0,W,0,15,82,20,18,6,0,0,0,0,1,0,0,2,0,0,2,2,0,0,0,3,3,3.0,1.846153846,1.5,1
561,20160417SKKT0,20160417,SK,KT,0,T,63810,1,0,0,0, ,0,18,100,28,23,6,1,0,0,1,0,0,2,3,0,0,5,0,2,0,1,5,2,2.0,1.588235294,3.0,1
566,20160417SKKT0,20160417,KT,SK,0,B,66032,1,0,0,0, ,0,15,85,23,19,5,1,0,0,0,0,0,0,3,0,1,3,1,0,0,0,4,4,2.4,0.923076923,1.5,0
574,20160417SSOB0,20160417,OB,SS,0,B,66226,1,0,0,0,W,0,21,94,24,22,2,0,0,0,1,0,0,0,2,0,0,4,1,1,0,0,0,0,0.0,0.5,1.285714286,1
577,20160417SSOB0,20160417,SS,OB,0,T,76355,1,0,0,0,L,0,15,84,24,22,10,0,1,0,1,0,1,1,0,0,0,3,2,1,0,0,5,4,1.714285714,2.333333333,3.0,0
581,20160417WOHT0,20160417,WO,HT,0,T,62937,1,0,0,0,W,0,21,81,26,26,8,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0,1.142857143,0.333333333,1
584,20160417WOHT0,20160417,HT,WO,0,B,75620,1,0,1,1,L,0,27,102,33,32,9,0,1,0,0,2,0,0,0,0,1,3,3,0,0,0,2,2,1.0,1.0,0.9,0
587,20160419HHLT0,20160419,LT,HH,0,B,65543,1,0,0,0, ,0,21,118,27,25,4,0,0,1,0,0,0,0,2,0,0,9,0,0,0,0,2,2,3.0,0.857142857,1.5,1
593,20160419HHLT0,20160419,HH,LT,0,T,74167,1,0,0,0, ,0,16,82,20,16,2,1,0,0,0,1,1,0,3,0,0,6,0,0,0,0,1,1,6.0,0.9375,0.5,0
599,20160419NCLG0,20160419,LG,NC,0,B,62698,1,0,0,0,L,0,18,98,27,24,8,3,0,1,0,1,0,0,1,0,2,3,0,0,0,0,5,4,4.5,1.588235294,0.857142857,0
600,20160419NCLG0,20160419,NC,LG,0,T,63938,1,0,0,0,W,0,20,94,24,20,1,0,0,0,0,0,1,1,2,0,0,7,0,0,0,0,1,1,0.6,0.6,1.5,1
608,20160419OBKT0,20160419,KT,OB,0,B,67845,1,0,0,0,L,0,15,98,21,19,4,1,0,0,0,0,0,0,2,0,0,3,1,0,0,0,3,2,0.857142857,1.2,1.2,0
610,20160419OBKT0,20160419,OB,KT,0,T,74513,1,0,0,0,W,0,18,92,27,22,8,2,0,1,0,0,1,0,4,0,0,2,3,0,0,0,2,2,1.2,2.0,3.75,1
619,20160419SSHT0,20160419,HT,SS,0,B,66628,1,0,0,0,W,0,20,103,25,24,5,0,0,1,0,1,0,0,1,0,0,5,1,0,0,0,1,1,1.5,0.9,1.285714286,1
